ceiling_height,area,room_count,floor_count,floor ,distance_to_center,owner_enc,district_Есильский р-н,district_Нура р-н,district_Сарайшык р-н,district_Сарыарка р-н,district_р-н Байконур,house_type_монолитный дом,house_type_панельный дом,year_category,price_per_m2
2.7,35.2,2.0,9.0,4.0,5.690922475117172,0,0,0,1,0,0,0,0,7,639204.5454545454
2.7,59.0,2.0,17.0,9.0,5.083231924612678,0,0,0,0,0,1,1,0,5,440677.9661016949
2.8,110.0,3.0,16.0,4.0,5.414759127221399,0,0,0,0,1,0,0,0,6,527272.7272727273
2.7,38.0,1.0,9.0,8.0,6.0719822806915325,0,0,0,0,0,0,0,0,6,565789.4736842106
2.7,73.0,2.0,16.0,5.0,3.6372726885496562,0,0,0,0,0,0,1,0,6,404109.58904109587
2.65,48.65,2.0,17.0,3.0,5.510739686382301,0,1,0,0,0,0,1,0,7,668036.9989722508
2.7,40.0,1.0,9.0,6.0,3.9252452378966556,0,0,0,0,0,0,0,0,5,480000.0
3.0,40.0,1.0,9.0,2.0,6.188939245213243,0,0,0,0,0,1,1,0,7,687500.0
3.15,72.0,2.0,18.0,9.0,2.2903737908777044,0,0,0,0,0,0,1,0,7,909722.2222222222
3.3,67.0,2.0,6.0,3.0,5.589944952719433,0,0,0,1,0,0,0,0,7,746268.6567164179
3.3,67.0,2.0,6.0,3.0,5.589944952719433,0,0,0,1,0,0,0,0,7,723880.5970149253
2.7,38.3,1.0,9.0,5.0,3.639930384287419,0,0,1,0,0,0,1,0,7,731070.496083551
2.8,66.0,2.0,6.0,4.0,5.184337633879325,0,0,0,0,0,1,0,0,5,392424.24242424243
3.0,46.9,2.0,10.0,7.0,2.42878080973317,0,1,0,0,0,0,0,0,7,699360.3411513859
3.0,50.0,2.0,9.0,4.0,4.2339192841653635,0,0,0,0,0,0,0,0,7,505000.0
3.0,63.4,2.0,14.0,11.0,3.5244827371740453,0,1,0,0,0,0,1,0,7,895717.3501577288
3.0,148.0,4.0,18.0,12.0,4.1287838609647585,0,0,0,0,0,1,1,0,5,479729.7297297297
3.0,100.0,3.0,16.0,2.0,0.7520020744106861,0,1,0,0,0,0,1,0,7,750000.0
3.0,49.0,2.0,9.0,9.0,4.2339192841653635,0,0,0,0,0,0,0,0,7,520408.1632653061
2.7,91.4,3.0,9.0,7.0,1.253999099944868,0,1,0,0,0,0,0,0,6,689277.8993435449
3.0,63.0,2.0,18.0,13.0,3.139428620048779,0,0,1,0,0,0,1,0,7,714285.7142857143
2.5,78.0,4.0,5.0,1.0,5.233066564931153,0,0,0,0,0,0,0,0,4,448717.9487179487
2.7,37.0,2.0,12.0,7.0,7.499003271783676,0,0,0,0,0,0,0,0,7,575675.6756756756
3.0,39.0,2.0,12.0,8.0,3.5273181224682224,0,0,1,0,0,0,0,0,7,833333.3333333334
2.7,74.5,3.0,10.0,10.0,0.790705405268582,0,1,0,0,0,0,1,0,5,510067.11409395974
3.0,38.2,1.0,16.0,16.0,2.8075476388117626,0,0,0,0,0,0,1,0,7,759162.3036649214
2.7,34.0,1.0,5.0,2.0,7.528146859132619,0,0,0,0,0,1,0,0,4,352941.17647058825
3.0,125.0,3.0,12.0,11.0,2.5965280854018786,0,0,0,0,0,0,1,0,7,1216000.0
3.0,60.0,2.0,13.0,4.0,2.184396164887538,0,1,0,0,0,0,1,0,6,850000.0
3.0,94.3,3.0,12.0,10.0,4.486121507023856,0,0,1,0,0,0,0,0,7,540827.1474019088
3.0,61.0,2.0,9.0,2.0,5.337433844704245,0,1,0,0,0,0,0,0,7,573770.4918032787
3.0,36.39,2.0,9.0,7.0,8.370694432223715,0,1,0,0,0,0,1,0,7,604561.6927727398
3.0,70.4,3.0,18.0,13.0,3.5836480551322802,0,0,1,0,0,0,1,0,7,703125.0
2.7,59.0,2.0,14.0,6.0,1.0191234696608835,0,1,0,0,0,0,1,0,5,610152.5423728813
3.3,68.0,2.0,9.0,2.0,2.5139897268588056,0,0,0,0,0,0,1,0,6,808823.5294117647
3.1,44.0,1.0,13.0,10.0,6.079332877525323,0,0,0,1,0,0,0,0,7,590681.8181818182
3.0,57.0,2.0,9.0,7.0,4.484757704333012,0,0,1,0,0,0,0,0,7,714035.0877192982
3.0,37.5,1.0,10.0,5.0,1.9556481530185577,0,0,1,0,0,0,1,0,7,906400.0
3.0,62.24,2.0,14.0,5.0,4.465446119422125,0,0,1,0,0,0,1,0,7,514138.81748071976
3.0,95.42,3.0,12.0,2.0,6.531766717038431,0,0,0,0,0,0,1,0,7,523999.1511213582
2.7,27.0,1.0,5.0,2.0,3.239016385582297,0,0,0,0,0,0,0,0,2,544444.4444444445
2.75,87.0,3.0,7.0,7.0,7.085879479854483,0,1,0,0,0,0,0,1,7,448275.8620689655
2.9,20.0,1.0,9.0,9.0,6.304521126034314,0,0,0,1,0,0,0,0,7,485000.0
3.0,68.0,2.0,9.0,1.0,3.777945955023029,0,0,1,0,0,0,0,0,7,617647.0588235294
3.0,38.7,1.0,14.0,10.0,5.933288554855269,0,0,1,0,0,0,1,0,7,633074.9354005167
3.0,110.0,3.0,21.0,5.0,4.900304321367254,0,1,0,0,0,0,1,0,7,927272.7272727273
3.0,98.0,3.0,12.0,11.0,3.055985879322068,0,1,0,0,0,0,0,0,7,760204.081632653
2.7,64.5,3.0,14.0,14.0,4.864935086143185,0,1,0,0,0,0,0,0,7,649612.4031007752
3.0,40.2,2.0,12.0,2.0,3.5861218340370717,0,0,1,0,0,0,0,0,7,820895.5223880596
2.8,73.0,3.0,8.0,3.0,3.539345353115558,0,1,0,0,0,0,0,0,6,684931.506849315
3.0,65.0,2.0,19.0,11.0,5.153085444773346,0,0,1,0,0,0,1,0,7,658461.5384615385
2.7,65.0,2.0,9.0,3.0,6.0382118272608585,0,0,0,0,0,0,0,0,7,453846.1538461539
2.7,67.0,2.0,10.0,9.0,6.125034590655078,0,0,0,0,1,0,0,0,6,432835.82089552237
2.8,61.5,2.0,13.0,8.0,3.0698047511588147,0,0,0,0,0,0,0,0,7,585365.8536585366
3.0,38.8,1.0,9.0,2.0,3.5273181224682224,0,0,1,0,0,0,0,0,7,770618.5567010309
3.0,115.3,4.0,8.0,4.0,5.407233338769689,0,1,0,0,0,0,0,0,7,706851.6912402429
3.0,65.0,2.0,18.0,18.0,4.131096389370199,0,0,0,0,1,0,1,0,7,769230.7692307692
3.0,38.0,1.0,9.0,3.0,6.002597248653816,0,1,0,0,0,0,1,0,7,934210.5263157894
2.7,39.2,1.0,12.0,5.0,7.278398194234859,0,0,0,0,1,0,0,0,7,688775.5102040815
2.7,92.0,3.0,9.0,1.0,5.936369424877183,0,0,0,0,1,0,0,0,5,380434.7826086957
2.7,37.0,1.0,6.0,6.0,6.121285172970775,0,0,0,0,1,0,0,0,6,472972.97297297296
3.2,210.0,5.0,10.0,9.0,0.6103271834116537,0,1,0,0,0,0,1,0,5,761904.7619047619
2.8,35.0,2.0,6.0,6.0,8.723200251395724,0,1,0,0,0,0,0,0,7,471428.5714285714
2.8,92.0,3.0,13.0,11.0,4.692158293850325,0,0,1,0,0,0,1,0,6,456521.73913043475
3.0,45.5,2.0,8.0,6.0,6.169128461172832,0,1,0,0,0,0,0,0,7,808791.2087912088
2.7,77.4,3.0,9.0,2.0,4.596663831206106,0,0,0,1,0,0,0,0,6,541343.6692506459
3.0,42.0,2.0,12.0,10.0,4.6997995347070365,0,0,0,1,0,0,0,0,7,811904.7619047619
3.0,80.0,3.0,17.0,17.0,2.5666876904643647,0,0,0,1,0,0,1,0,5,425000.0
3.3,165.0,4.0,7.0,2.0,7.608087943892746,0,1,0,0,0,0,0,0,7,909090.9090909091
3.0,64.0,2.0,16.0,3.0,2.7789040415482815,0,0,0,0,0,0,1,0,7,609375.0
3.4,75.0,3.0,8.0,7.0,2.316062648698677,0,0,0,0,0,0,1,0,6,1040000.0
2.7,29.0,1.0,13.0,13.0,3.8972191190741787,0,0,0,0,0,1,1,0,6,568965.5172413794
2.7,80.0,3.0,9.0,7.0,4.233233689688609,0,0,1,0,0,0,1,0,6,543750.0
3.0,44.0,2.0,12.0,12.0,3.5273181224682224,0,0,1,0,0,0,0,0,7,681818.1818181818
3.0,44.9,2.0,12.0,5.0,2.7190007058115793,0,1,0,0,0,0,1,0,7,890868.5968819599
3.0,67.8,3.0,6.0,5.0,5.387097027674809,0,0,0,0,0,0,0,1,3,376106.1946902655
2.7,37.0,1.0,12.0,7.0,7.5070294014822725,0,0,0,1,0,0,0,0,7,567567.5675675676
3.0,40.0,1.0,9.0,4.0,3.1967403048718266,0,0,1,0,0,0,0,0,7,875000.0
2.8,40.0,1.0,12.0,10.0,7.50017553290177,0,0,0,1,0,0,0,0,7,550000.0
2.7,45.0,2.0,13.0,12.0,2.6634589999981206,0,0,0,0,0,0,1,0,6,666666.6666666666
2.7,64.0,2.0,13.0,11.0,5.11065297704932,0,0,0,0,1,0,1,0,7,484375.0
3.0,56.2,2.0,12.0,10.0,6.080142097799311,0,0,0,0,1,0,0,0,7,685053.3807829181
2.7,83.0,3.0,9.0,3.0,4.94541080805305,0,0,0,1,0,0,0,0,7,530120.4819277108
2.65,34.53,1.0,14.0,11.0,5.613105055520061,0,0,1,0,0,0,1,0,7,550246.1627570229
2.7,165.3,4.0,18.0,14.0,4.214417555778658,0,0,0,0,1,0,1,0,6,344827.5862068965
2.8,105.0,3.0,22.0,17.0,4.084452185173878,0,0,0,0,0,1,1,0,5,428571.4285714286
2.75,35.0,1.0,9.0,5.0,8.014217656986427,0,1,0,0,0,0,1,0,7,785714.2857142857
2.7,28.0,1.0,9.0,1.0,3.1391380731249097,0,0,1,0,0,0,1,0,7,703571.4285714285
3.0,41.0,2.0,11.0,10.0,3.1360136985921936,0,1,0,0,0,0,0,0,7,926829.268292683
2.7,38.7,1.0,9.0,4.0,6.012738003701841,0,0,0,0,0,0,1,0,5,465116.2790697674
3.0,49.0,2.0,9.0,6.0,3.4067879723140186,0,0,1,0,0,0,1,0,7,969387.7551020408
2.85,58.1,2.0,20.0,8.0,5.699914308131111,0,0,0,0,0,0,1,0,7,585197.9345955249
3.0,83.4,3.0,24.0,23.0,3.3219442069721046,0,0,0,1,0,0,1,0,6,635491.6067146283
2.7,60.0,2.0,17.0,13.0,3.4209070318916166,0,0,0,0,0,0,0,0,5,516666.6666666667
2.8,90.0,3.0,9.0,2.0,3.512605051394305,0,0,0,0,0,0,0,0,5,477777.77777777775
3.0,38.0,1.0,9.0,9.0,6.412664327982825,0,1,0,0,0,0,0,0,7,657894.7368421053
2.7,93.0,2.0,16.0,4.0,4.426172842868175,0,0,0,0,0,1,1,0,5,430107.5268817204
3.0,66.0,2.0,9.0,8.0,6.275163000401911,0,1,0,0,0,0,0,0,6,860606.0606060605
3.0,126.0,4.0,16.0,2.0,2.758578807115946,0,0,0,0,0,0,1,0,7,698412.6984126985
3.0,63.7,2.0,9.0,9.0,1.686079002810845,0,1,0,0,0,0,1,0,6,800627.9434850863
3.2,77.0,2.0,9.0,9.0,3.4965269121772526,0,0,0,0,0,0,0,0,6,649350.6493506493
2.8,65.0,2.0,10.0,4.0,3.2531737671614773,0,0,0,0,0,0,0,0,6,523076.92307692306
2.7,76.8,3.0,5.0,3.0,4.71130666927246,0,0,0,1,0,0,0,0,6,514322.9166666667
2.7,43.0,1.0,16.0,5.0,6.6946663414159975,0,1,0,0,0,0,1,0,7,695348.8372093023
2.7,36.0,1.0,5.0,1.0,8.78208096349347,0,0,0,0,0,1,0,0,3,361111.1111111111
2.7,60.0,2.0,16.0,7.0,3.5695705128156683,0,0,1,0,0,0,1,0,7,758333.3333333334
2.7,68.0,2.0,16.0,5.0,5.247666228754119,0,0,1,0,0,0,1,0,6,397058.82352941175
2.7,65.0,2.0,5.0,3.0,9.73856419710145,0,1,0,0,0,0,0,0,6,438461.53846153844
3.0,84.0,3.0,24.0,14.0,3.3219442069721046,0,0,0,1,0,0,1,0,6,595238.0952380953
3.0,96.0,3.0,16.0,12.0,3.6380803641397965,0,0,0,0,1,0,1,0,5,781250.0
3.0,63.0,2.0,12.0,5.0,6.097033597524912,0,0,0,1,0,0,0,0,7,626984.126984127
2.8,72.0,3.0,16.0,13.0,4.542710318958193,0,1,0,0,0,0,1,0,6,597222.2222222222
2.8,22.0,1.0,5.0,1.0,5.92975964296926,0,0,0,0,0,0,0,0,5,522727.2727272727
2.6,31.3,1.0,4.0,2.0,5.388643275268624,0,0,0,0,1,0,0,0,1,527156.5495207667
3.0,126.1,4.0,7.0,6.0,2.5173832284486966,0,1,0,0,0,0,1,0,7,991276.7644726408
3.0,65.0,2.0,9.0,5.0,3.202586248696546,0,1,0,0,0,0,1,0,7,623076.9230769231
3.0,115.9,3.0,8.0,5.0,2.6153583173051085,0,0,0,0,0,0,1,0,7,1009490.9404659189
2.8,25.0,1.0,12.0,1.0,4.07022910349038,0,0,1,0,0,0,0,0,7,560000.0
3.3,155.0,4.0,8.0,2.0,1.0231383841221093,0,1,0,0,0,0,1,0,7,1193548.3870967743
2.8,60.0,2.0,16.0,11.0,3.967155125992947,0,0,0,0,0,0,1,0,5,483166.6666666667
3.0,137.0,4.0,20.0,3.0,4.88267872473182,0,1,0,0,0,0,1,0,7,948905.109489051
2.7,68.0,3.0,9.0,9.0,6.762881371094715,0,0,0,0,0,0,1,0,7,661764.7058823529
2.7,45.0,2.0,9.0,7.0,5.6338700445862475,0,0,0,0,0,0,0,0,7,777777.7777777778
3.0,180.0,5.0,8.0,7.0,5.032004463992261,0,1,0,0,0,0,0,0,7,888888.8888888889
2.8,76.0,3.0,21.0,13.0,2.4308536633070235,0,1,0,0,0,0,1,0,6,875000.0
2.8,130.0,4.0,9.0,9.0,0.39710271028283417,0,1,0,0,0,0,1,0,5,584615.3846153846
3.0,39.0,2.0,10.0,12.0,4.657114297717514,0,0,0,0,0,0,0,0,7,769230.7692307692
3.0,38.2,1.0,12.0,5.0,4.639291099866582,0,0,1,0,0,0,1,0,7,719895.2879581151
2.7,15.0,1.0,5.0,1.0,5.8399280860245675,0,0,0,0,1,0,0,0,3,533333.3333333334
2.8,40.0,1.0,16.0,16.0,4.867523012655807,0,1,0,0,0,0,1,0,7,600000.0
2.7,70.0,3.0,13.0,7.0,7.528889620926273,0,0,0,0,1,0,1,0,6,414285.71428571426
3.1,150.0,4.0,7.0,4.0,1.9911276494652415,0,1,0,0,0,0,0,0,6,1000000.0
3.0,50.0,2.0,18.0,11.0,3.3731874719648647,0,1,0,0,0,0,1,0,7,924000.0
3.0,35.0,1.0,16.0,14.0,9.854351430182197,0,0,0,0,1,0,0,0,7,542857.1428571428
2.7,60.0,3.0,9.0,7.0,4.561961531455352,0,0,0,0,1,0,0,0,3,450000.0
2.7,38.0,1.0,12.0,7.0,7.5070294014822725,0,0,0,0,0,0,0,0,7,486842.1052631579
3.0,56.5,2.0,12.0,4.0,5.182214322831084,0,1,0,0,0,0,0,0,7,692035.3982300885
2.8,43.0,1.0,12.0,10.0,4.494743741897754,0,0,0,0,0,0,1,0,6,527906.976744186
3.0,40.0,2.0,12.0,2.0,6.05565794110042,0,0,0,0,1,0,0,0,7,725000.0
3.0,51.0,2.0,16.0,16.0,1.076080822200154,0,1,0,0,0,0,1,0,7,1019607.8431372549
3.0,124.0,4.0,16.0,9.0,4.92392586871824,0,1,0,0,0,0,0,0,7,1169354.8387096773
3.0,39.0,2.0,9.0,8.0,2.9926151018291347,0,0,0,1,0,0,1,0,7,894871.7948717949
2.8,101.0,3.0,20.0,9.0,2.043131989225135,0,1,0,0,0,0,1,0,6,602970.2970297029
2.7,41.0,1.0,9.0,9.0,6.524306090849666,0,0,0,1,0,0,0,0,7,560975.6097560975
3.0,42.0,1.0,17.0,5.0,3.0690595275919796,0,1,0,0,0,0,1,0,7,750000.0
3.0,61.0,2.0,9.0,6.0,1.686079002810845,0,1,0,0,0,0,1,0,6,696721.3114754099
3.0,126.0,3.0,12.0,8.0,1.6741407889515827,0,1,0,0,0,0,1,0,6,555476.1904761905
2.9,75.6,4.0,10.0,2.0,0.49113325017231724,0,1,0,0,0,0,1,0,5,548941.798941799
2.7,61.0,2.0,8.0,5.0,4.949408690628406,0,0,1,0,0,0,1,0,6,491639.34426229505
3.3,63.2,2.0,7.0,7.0,2.18024092995709,0,0,0,0,0,0,1,0,6,1186708.8607594937
3.0,44.0,1.0,9.0,2.0,4.4872443538724625,0,0,0,0,1,0,0,0,7,704545.4545454546
2.7,37.2,1.0,10.0,3.0,6.0392901289063445,0,0,0,1,0,0,0,0,7,376344.08602150535
3.0,164.9,4.0,20.0,4.0,1.958505959100057,0,0,0,1,0,0,1,0,6,545178.8963007884
2.8,123.0,4.0,21.0,3.0,2.36338329877278,0,1,0,0,0,0,1,0,6,772357.7235772358
3.0,87.5,3.0,12.0,12.0,3.5450914314134754,0,0,1,0,0,0,1,0,7,874285.7142857143
2.7,60.0,2.0,6.0,4.0,5.804992056097297,0,0,0,0,0,0,0,1,3,400000.0
2.84,64.5,3.0,5.0,5.0,3.716967623725327,0,0,1,0,0,0,0,0,7,558139.5348837209
2.7,67.1,2.0,16.0,5.0,4.083613438138582,0,0,0,0,0,1,1,0,5,387481.3710879285
3.0,61.0,2.0,11.0,9.0,4.657114297717514,0,0,0,0,0,0,0,0,7,754098.3606557377
2.8,117.0,3.0,16.0,4.0,4.083613438138582,0,0,0,0,0,1,1,0,5,427350.4273504274
3.0,120.0,4.0,9.0,9.0,2.4432868818948728,0,0,1,0,0,0,1,0,7,875000.0
3.0,115.0,4.0,9.0,7.0,3.777932999062961,0,0,1,0,0,0,1,0,6,565217.3913043478
2.9,64.7,2.0,10.0,5.0,4.193150052380999,0,1,0,0,0,0,1,0,7,564142.1947449768
3.0,37.4,2.0,12.0,6.0,3.714827412579139,0,0,1,0,0,0,1,0,7,868983.9572192513
3.0,35.0,1.0,22.0,4.0,2.991961322893871,0,0,1,0,0,0,1,0,7,871428.5714285715
3.0,37.0,1.0,9.0,3.0,3.8243933438232975,0,0,1,0,0,0,0,0,7,700000.0
3.0,40.5,1.0,12.0,8.0,5.037670020955237,0,0,1,0,0,0,1,0,7,614814.8148148148
2.8,162.6,4.0,10.0,7.0,3.206716321795618,0,0,0,0,0,0,0,0,6,461254.6125461255
2.8,120.0,3.0,10.0,7.0,3.3242888881017936,0,0,0,0,0,0,0,0,6,395833.3333333333
3.6,142.0,4.0,5.0,4.0,5.923729971016767,0,1,0,0,0,0,1,0,7,894366.1971830986
3.0,65.0,2.0,12.0,5.0,3.3976945183530747,0,1,0,0,0,0,0,0,7,846153.8461538461
3.0,40.0,2.0,12.0,6.0,3.324119123925364,0,1,0,0,0,0,0,0,7,974999.975
3.0,74.0,3.0,25.0,28.0,2.215008099278251,0,0,0,0,0,0,1,0,6,844594.5945945946
3.15,68.0,2.0,18.0,6.0,2.1974906704221304,0,0,0,0,0,0,1,0,7,911617.6470588235
2.9,64.0,2.0,9.0,2.0,5.288697639183693,0,0,0,1,0,0,1,0,6,437500.0
2.7,94.2,3.0,9.0,5.0,4.233233689688609,0,0,1,0,0,0,0,0,6,472399.15074309974
3.0,33.22,1.0,9.0,9.0,4.004950654509747,0,0,1,0,0,0,0,0,7,698374.4732089103
3.0,57.1,2.0,17.0,9.0,1.7797385010227935,0,1,0,0,0,0,1,0,6,593695.2714535901
3.0,64.5,3.0,8.0,7.0,0.6694396266217622,0,1,0,0,0,0,1,0,5,649612.4031007752
3.0,55.0,2.0,9.0,5.0,2.9454990629065807,0,0,1,0,0,0,1,0,7,927272.7272727273
3.0,143.0,4.0,9.0,9.0,2.9963746825475464,0,0,1,0,0,0,1,0,6,1153846.1538461538
2.7,47.0,2.0,5.0,2.0,4.883184882451419,0,0,0,0,0,1,0,1,2,574468.085106383
3.3,120.0,3.0,7.0,4.0,0.9015822029206475,0,1,0,0,0,0,0,0,7,650000.0
3.0,56.0,2.0,15.0,2.0,10.280411629346466,0,0,0,0,1,0,0,0,6,419642.85714285716
2.8,56.3,2.0,12.0,4.0,7.484374261103388,0,0,0,0,0,0,1,0,7,621669.6269982238
3.0,48.0,2.0,12.0,3.0,2.7785916769393015,0,1,0,0,0,0,0,0,7,718750.0
2.7,28.1,1.0,17.0,17.0,4.964873426294985,0,0,1,0,0,0,1,0,7,580071.1743772242
2.7,38.13,2.0,5.0,2.0,5.928855223442484,0,1,0,0,0,0,0,0,7,747442.9583005507
3.0,76.0,3.0,10.0,7.0,4.056248405252519,0,0,1,0,0,0,0,0,7,657894.7368421053
3.0,122.92,4.0,14.0,9.0,4.899018926659321,0,0,1,0,0,0,1,0,7,447445.49300357956
3.0,43.0,2.0,18.0,15.0,1.9602627275030144,0,0,1,0,0,0,1,0,7,809302.3255813953
3.0,40.0,1.0,12.0,12.0,5.037670020955237,0,0,1,0,0,0,1,0,7,677500.0
3.0,67.0,2.0,18.0,11.0,4.095472177020836,0,0,0,1,0,0,1,0,7,694029.8507462686
3.0,39.0,1.0,12.0,9.0,2.572024156488124,0,0,0,0,0,0,0,0,7,679487.1794871795
3.0,184.0,5.0,9.0,8.0,3.115687717976846,0,0,1,0,0,0,1,0,7,842391.304347826
2.7,86.5,3.0,12.0,3.0,5.276810189383741,0,0,0,0,0,0,0,0,5,427745.6647398844
3.0,44.0,2.0,9.0,7.0,4.11299850914352,0,0,1,0,0,0,1,0,7,727045.4545454546
3.0,102.0,3.0,19.0,5.0,2.8884128011415946,0,0,0,1,0,0,1,0,7,970588.2352941176
2.7,36.0,1.0,12.0,12.0,3.049986010837852,0,0,1,0,0,0,1,0,7,708333.3333333334
3.0,88.0,3.0,10.0,2.0,4.629095064748451,0,1,0,0,0,0,1,0,7,681818.1818181818
2.8,40.0,1.0,9.0,3.0,6.781704852862442,0,0,0,1,0,0,0,0,7,547500.0
2.7,45.7,1.0,8.0,7.0,4.756802273139328,0,0,1,0,0,0,0,0,6,503282.2757111597
3.0,39.51,1.0,9.0,7.0,4.573834450662556,0,0,1,0,0,0,1,0,7,632751.2022272843
2.7,90.1,3.0,16.0,10.0,2.9844310870096558,0,0,0,0,1,0,1,0,4,554938.9567147614
2.7,105.0,3.0,16.0,5.0,4.713615474801155,0,0,0,0,0,0,0,0,5,357142.85714285716
2.7,44.0,2.0,15.0,12.0,3.846827615933099,0,0,0,0,0,0,1,0,6,543181.8181818182
3.3,45.5,2.0,10.0,9.0,2.996114459804672,0,1,0,0,0,0,1,0,7,890109.8901098901
2.7,37.2,1.0,10.0,2.0,6.11678336775343,0,0,0,1,0,0,0,0,7,376344.08602150535
2.7,58.4,2.0,14.0,10.0,3.924360025730042,0,0,0,0,0,1,0,0,6,530821.9178082192
3.0,47.49,2.0,12.0,6.0,5.370203899802453,0,1,0,0,0,0,1,0,7,673826.0475889661
3.0,65.0,3.0,7.0,4.0,2.837023979652803,0,1,0,0,0,0,0,0,7,815384.6153846154
3.0,73.0,2.0,7.0,6.0,3.0237612696864185,0,1,0,0,0,0,0,0,7,849315.0547945206
3.0,132.7,4.0,17.0,14.0,2.2720245105753882,0,0,1,0,0,0,1,0,7,926902.7882441599
2.7,51.1,2.0,19.0,8.0,0.8723520110472378,0,1,0,0,0,0,1,0,5,626223.0919765166
2.8,45.8,1.0,9.0,6.0,6.781704852862442,0,0,0,1,0,0,0,0,7,500000.00000000006
2.7,45.0,2.0,5.0,5.0,5.762001275301671,0,0,0,0,1,0,1,0,1,366666.6666666667
3.0,86.0,3.0,12.0,12.0,4.446415520659756,0,0,1,0,0,0,1,0,7,505813.9534883721
3.0,53.0,2.0,12.0,2.0,6.07366136066703,0,0,0,0,1,0,0,0,7,603773.5849056604
2.7,60.0,2.0,14.0,14.0,5.510739686382301,0,1,0,0,0,0,1,0,7,586666.6666666666
3.0,63.0,2.0,12.0,10.0,2.704431307602911,0,1,0,0,0,0,0,0,7,801587.3015873015
2.5,45.0,2.0,5.0,3.0,3.166454237538442,0,0,0,0,0,0,0,0,1,422222.22222222225
2.7,63.0,3.0,5.0,2.0,7.022733751469731,0,0,0,0,1,0,0,1,3,380952.3650793651
2.8,55.0,2.0,7.0,4.0,6.073071230326706,0,0,0,0,0,0,0,0,6,572727.2727272727
2.8,40.0,1.0,9.0,6.0,5.847798972374306,0,0,0,0,1,0,1,0,6,550000.0
3.0,137.0,3.0,10.0,7.0,1.175421542465592,0,1,0,0,0,0,1,0,6,489051.09489051095
2.7,27.2,1.0,14.0,10.0,5.319980984509623,0,0,0,0,1,0,1,0,6,544117.6470588235
2.7,96.4,3.0,12.0,9.0,4.947770454849975,0,0,0,0,1,0,0,0,5,414834.02489626553
2.65,91.0,3.0,14.0,10.0,7.483467166465969,0,0,0,0,1,0,1,0,7,494505.4945054945
2.7,90.0,3.0,7.0,1.0,2.3931059713836103,0,1,0,0,0,0,0,0,6,721111.1111111111
3.0,62.0,3.0,9.0,7.0,2.8045428450307,0,1,0,0,0,0,0,0,7,741935.4838709678
3.0,63.0,3.0,10.0,9.0,2.231052580008235,0,0,1,0,0,0,1,0,7,817460.3174603175
3.0,55.0,2.0,12.0,7.0,0.6156377628584186,0,1,0,0,0,0,1,0,5,581818.1818181818
3.0,43.0,1.0,16.0,15.0,4.554583449073186,0,0,0,0,0,1,1,0,6,558139.5348837209
2.7,60.0,2.0,17.0,2.0,7.388119201666111,0,0,0,1,0,0,1,0,7,509150.0
2.7,18.0,1.0,10.0,8.0,6.524380245321268,0,0,0,0,0,0,0,0,7,699999.9444444445
3.0,77.0,3.0,12.0,10.0,3.330055306467525,0,0,1,0,0,0,1,0,7,687012.987012987
3.35,161.0,4.0,17.0,2.0,3.519074317044833,0,1,0,0,0,0,1,0,7,683229.8136645963
2.7,33.0,1.0,12.0,11.0,2.8525390340699404,0,0,1,0,0,0,0,0,7,696969.696969697
3.0,35.0,1.0,9.0,6.0,6.188939245213243,0,0,0,1,0,0,1,0,7,557142.8571428572
2.6700000000000004,58.0,2.0,6.0,6.0,4.675122274197721,0,0,0,0,1,0,0,0,5,353448.275862069
2.7,72.0,3.0,22.0,17.0,1.1863773461325489,0,1,0,0,0,0,1,0,7,597222.2222222222
3.3,44.0,2.0,6.0,2.0,5.5236944232979,0,0,0,1,0,0,0,0,7,670454.5454545454
2.75,37.7,1.0,22.0,8.0,2.210454702220252,0,0,1,0,0,0,0,0,7,677718.8328912467
2.8,44.4,1.0,14.0,14.0,4.932618928331446,0,0,1,0,0,0,1,0,6,518018.01801801805
2.76,97.0,3.0,7.0,5.0,6.992078633980565,0,0,0,1,0,0,0,0,7,438144.3298969072
2.7,38.0,1.0,5.0,3.0,5.797460938746951,0,1,0,0,0,0,0,0,6,568421.052631579
3.0,123.0,3.0,15.0,4.0,4.9033368650867315,0,1,0,0,0,0,1,0,7,975609.756097561
2.5,31.0,1.0,5.0,4.0,5.356207530940739,0,0,0,0,1,0,0,1,2,467741.93548387097
2.76,54.3,2.0,11.0,5.0,4.707565844866526,0,0,0,0,0,0,0,0,6,530386.7403314917
3.3,63.4,2.0,7.0,5.0,0.9015822029206475,0,1,0,0,0,0,0,0,7,588328.0757097792
3.0,99.2,3.0,9.0,4.0,7.473369988814086,0,0,0,1,0,0,0,0,7,430443.5483870968
2.8,25.6,1.0,15.0,14.0,3.6065845058253045,0,0,0,0,0,0,1,0,6,625000.0
3.0,36.0,1.0,18.0,11.0,1.9602627275030144,0,0,1,0,0,0,1,0,7,847222.2222222222
2.7,70.7,3.0,7.0,2.0,3.5189961074738676,0,0,1,0,0,0,0,0,7,487835.9264497878
2.7,99.0,3.0,12.0,11.0,4.335007970124424,0,0,0,0,0,1,0,0,5,504949.49494949495
3.3,77.3,2.0,7.0,7.0,2.574453717842376,0,0,0,1,0,0,1,0,6,970245.7956015525
2.7,78.6,3.0,6.0,3.0,5.025566829918247,0,0,0,0,0,0,0,0,6,470737.9134860051
