ceiling_height,area,room_count,floor_count,floor ,distance_to_center,owner_enc,district_Есильский р-н,district_Нура р-н,district_Сарайшык р-н,district_Сарыарка р-н,district_р-н Байконур,house_type_монолитный дом,house_type_панельный дом,year_category,price_per_m2
2.8,91.0,3.0,15.0,12.0,10.01624774397916,0,0,0,0,1,0,0,0,6,395604.3956043956
2.7,40.0,1.0,9.0,3.0,4.8667134832192565,0,0,1,0,0,0,1,0,7,637500.0
3.0,188.9,4.0,15.0,14.0,4.531350851120657,0,0,1,0,0,0,1,0,7,820539.9682371625
2.7,49.0,1.0,15.0,13.0,6.040417110935872,0,0,0,0,1,0,1,0,5,469387.7551020408
3.0,88.0,3.0,12.0,7.0,2.594954066848009,0,0,1,0,0,0,1,0,7,778409.0909090909
3.0,43.0,2.0,12.0,11.0,3.9423162905550058,0,0,1,0,0,0,1,0,7,737209.3023255814
2.7,72.0,2.0,25.0,9.0,3.9588791872421063,0,0,0,0,0,1,1,0,6,583333.3333333334
3.0,97.0,3.0,6.0,6.0,5.5236944232979,0,0,0,1,0,0,0,0,7,773195.8762886598
3.0,75.5,2.0,25.0,13.0,2.1893839633391523,0,0,0,0,0,0,1,0,7,860927.1523178808
3.0,48.0,2.0,17.0,17.0,4.794558047653276,0,0,1,0,0,0,1,0,7,729166.6666666666
3.0,204.0,4.0,4.0,4.0,2.753070000911393,0,0,1,0,0,0,0,0,5,661764.7058823529
3.3,76.0,3.0,9.0,8.0,3.111025009152952,0,1,0,0,0,0,1,0,7,710526.3157894737
2.7,45.0,1.0,20.0,7.0,4.841134683332146,0,1,0,0,0,0,1,0,7,544444.4444444445
2.7,44.0,1.0,9.0,2.0,3.583557908425644,0,0,0,0,0,0,0,0,6,534090.9090909091
3.0,55.0,2.0,10.0,4.0,2.4015934842992723,0,1,0,0,0,0,0,0,7,727090.9090909091
2.7,39.0,1.0,14.0,5.0,1.565011056154188,0,1,0,0,0,0,1,0,6,620512.8205128205
3.0,49.0,2.0,21.0,9.0,4.721930251216916,0,1,0,0,0,0,1,0,7,938775.5102040817
2.7,58.0,2.0,18.0,10.0,4.409897874349341,0,0,0,0,0,1,1,0,5,465517.2413793103
3.0,125.0,4.0,8.0,6.0,4.761876838254106,0,1,0,0,0,0,0,0,6,1000000.0
2.7,96.0,2.0,13.0,5.0,2.4802132450152916,0,0,1,0,0,0,1,0,6,593645.8333333334
3.0,66.4,2.0,9.0,9.0,4.500838185476588,0,0,1,0,0,0,1,0,7,510542.16867469874
3.0,90.0,3.0,17.0,16.0,3.362730195996524,0,1,0,0,0,0,1,0,7,833333.3333333334
3.0,50.0,2.0,9.0,6.0,4.583062841777219,0,0,1,0,0,0,1,0,7,690000.0
3.0,137.5,3.0,10.0,10.0,1.175421542465592,0,1,0,0,0,0,0,0,6,458181.8181818182
3.0,70.0,2.0,18.0,15.0,3.5836480551322802,0,0,1,0,0,0,1,0,7,514285.71428571426
2.8,44.5,1.0,10.0,2.0,6.279909296641923,0,0,1,0,0,0,1,0,7,438202.2471910112
2.7,253.0,6.0,10.0,9.0,3.9021430544007685,0,0,1,0,0,0,0,0,6,415019.7628458498
3.0,66.0,2.0,9.0,7.0,3.765471219984956,0,0,1,0,0,0,1,0,7,659090.9090909091
3.0,114.0,4.0,14.0,6.0,5.59122922152326,0,1,0,0,0,0,1,0,7,736842.1052631579
3.0,75.0,2.0,19.0,14.0,2.8104222136134966,0,0,1,0,0,0,1,0,6,673333.3333333334
2.7,35.4,1.0,5.0,1.0,3.735978645357519,0,0,0,0,0,0,0,1,3,409604.51977401134
2.72,70.0,3.0,17.0,14.0,1.209690429586661,0,1,0,0,0,0,1,0,7,1000000.0
3.0,42.0,1.0,6.0,4.0,4.481838547996399,0,0,0,0,0,0,0,0,7,559523.8095238095
2.7,46.0,2.0,13.0,8.0,2.70282739625107,0,0,0,0,0,0,1,0,7,586956.5217391305
3.0,42.3,1.0,14.0,7.0,5.189865743350819,0,1,0,0,0,0,1,0,7,702127.6595744682
2.7,54.7,2.0,18.0,12.0,4.171437358467136,0,0,0,0,0,1,0,0,6,506398.53747714806
3.0,108.24,3.0,20.0,19.0,4.92392586871824,0,1,0,0,0,0,1,0,7,997782.7050997784
2.95,255.7,5.0,3.0,2.0,1.6590107207076847,0,0,1,0,0,0,0,0,5,359796.63668361364
2.7,120.0,4.0,9.0,5.0,2.67512569608562,0,0,0,0,0,0,0,0,6,791666.6666666666
3.2,65.0,2.0,8.0,7.0,3.6442850416912886,0,0,1,0,0,0,0,0,6,561538.4615384615
2.8,38.0,2.0,10.0,1.0,5.570044951270846,0,0,1,0,0,0,0,0,7,560526.3157894737
3.3,80.0,2.0,8.0,2.0,2.6041331508747327,0,0,0,0,0,0,1,0,7,787500.0
2.8,40.0,2.0,11.0,8.0,5.570044951270846,0,0,1,0,0,0,0,0,7,547500.0
2.7,64.7,2.0,10.0,10.0,4.531142142164725,0,0,0,0,0,0,0,0,7,401854.71406491497
2.7,94.0,3.0,9.0,1.0,3.3429530344784113,0,1,0,0,0,0,0,0,6,638297.8723404255
3.0,47.0,2.0,9.0,5.0,4.306262059911104,0,0,1,0,0,0,0,0,7,606361.7021276596
3.0,68.9,2.0,9.0,2.0,3.78055969724512,0,0,1,0,0,0,0,0,7,505079.82583454275
2.8,44.5,1.0,9.0,5.0,6.781704852862442,0,0,0,1,0,0,0,0,7,584269.6629213484
3.0,67.2,3.0,17.0,10.0,3.836077853832099,0,0,1,0,0,0,0,0,7,684523.8095238095
3.0,40.0,1.0,12.0,11.0,3.324119123925364,0,1,0,0,0,0,0,0,7,900000.0
3.0,85.0,2.0,9.0,2.0,0.5625776675864587,0,1,0,0,0,0,1,0,5,605882.3529411765
3.0,64.5,2.0,12.0,4.0,4.712828484582691,0,0,0,1,0,0,0,0,7,589147.2868217054
2.7,80.0,3.0,9.0,8.0,0.5352654670947554,0,1,0,0,0,0,0,0,5,525000.0
3.0,107.0,4.0,19.0,18.0,3.351468091110236,0,0,1,0,0,0,1,0,7,747663.5420560747
3.0,108.4,3.0,9.0,6.0,2.0431681993182154,0,0,1,0,0,0,1,0,7,1060885.6088560885
3.15,63.5,2.0,7.0,2.0,3.6861146257019897,0,0,1,0,0,0,1,0,7,661417.3228346456
2.7,71.0,3.0,9.0,2.0,4.8667134832192565,0,1,0,0,0,0,1,0,7,615492.9577464788
3.0,120.0,4.0,9.0,7.0,2.6537219118638524,0,1,0,0,0,0,1,0,7,1000000.0
3.0,117.29,4.0,9.0,4.0,3.899620363498144,0,0,0,1,0,0,1,0,7,588050.0042629379
2.7,77.0,3.0,16.0,14.0,5.063415372917191,0,0,1,0,0,0,1,0,6,467532.4675324675
3.0,58.0,2.0,16.0,4.0,5.054642084377439,0,0,0,1,0,0,1,0,7,439655.1724137931
3.0,70.0,2.0,18.0,15.0,3.139428620048779,0,0,1,0,0,0,1,0,7,488571.4285714286
3.0,41.0,2.0,9.0,4.0,3.781445753898357,0,0,1,0,0,0,0,0,7,768292.6829268293
2.7,68.4,3.0,5.0,2.0,3.2764281879070376,0,0,0,0,0,0,0,1,4,409356.7251461988
3.0,72.0,2.0,12.0,5.0,3.055985879322068,0,1,0,0,0,0,0,0,7,750000.0
2.7,81.0,4.0,9.0,3.0,3.8184450106858985,0,1,0,0,0,0,1,0,6,629629.6296296297
2.75,90.0,3.0,9.0,6.0,5.975049915175196,0,0,0,0,1,0,1,0,5,416666.6666666667
3.0,90.0,3.0,9.0,2.0,3.5386518594056184,0,1,0,0,0,0,1,0,7,642222.2222222222
3.0,134.0,4.0,9.0,8.0,2.2720245105753882,0,1,0,0,0,0,1,0,7,962686.567164179
2.75,41.3,2.0,9.0,4.0,8.00264424646786,0,1,0,0,0,0,1,0,7,506053.2687651332
3.2,65.0,3.0,8.0,5.0,2.233459434862792,0,1,0,0,0,0,1,0,6,870769.2307692308
2.7,38.9,2.0,9.0,3.0,4.873635373634648,0,0,0,0,0,0,0,0,7,591259.6401028278
3.0,64.5,2.0,9.0,7.0,4.979246545794766,0,0,1,0,0,0,1,0,7,558139.5348837209
3.0,40.0,2.0,12.0,12.0,3.5861218340370717,0,0,1,0,0,0,0,0,7,720000.0
2.7,85.0,3.0,13.0,12.0,6.131651277480797,0,0,0,0,1,0,1,0,7,447058.82352941175
3.0,66.7,2.0,12.0,10.0,4.002194672636231,0,0,1,0,0,0,1,0,7,592203.8980509745
2.85,106.0,3.0,4.0,3.0,4.132283568215452,0,1,0,0,0,0,1,0,6,754716.9811320754
3.0,90.0,3.0,9.0,7.0,6.1698875053103395,0,1,0,0,0,0,1,0,7,511111.1111111111
3.0,157.3,4.0,22.0,7.0,0.5135136891295564,0,1,0,0,0,0,1,0,7,1176096.630642085
3.0,89.0,2.0,12.0,2.0,0.7420751517340308,0,1,0,0,0,0,1,0,7,719101.1235955056
3.0,85.0,3.0,16.0,4.0,2.4713031409165933,0,1,0,0,0,0,1,0,7,822352.9411764706
2.8,85.0,3.0,10.0,5.0,3.5626462662210807,0,0,0,0,0,1,0,0,6,547058.8235294118
2.7,52.0,2.0,7.0,5.0,5.311258117287304,0,0,0,0,0,0,0,1,4,401923.07692307694
3.0,120.48,4.0,9.0,6.0,5.313579682024661,0,1,0,0,0,0,0,0,7,697211.155378486
2.7,68.7,3.0,10.0,9.0,6.247601354495517,0,0,0,1,0,0,0,0,7,480349.34497816593
3.0,71.0,3.0,9.0,4.0,3.4110717620737603,0,0,0,1,0,0,0,0,7,943521.1267605633
2.7,73.0,3.0,8.0,2.0,3.4881013949902124,0,1,0,0,0,0,1,0,6,623287.6712328767
3.0,39.0,2.0,12.0,4.0,2.7785916769393015,0,1,0,0,0,0,0,0,7,858974.358974359
3.0,100.0,3.0,9.0,7.0,3.4478376066097343,0,1,0,0,0,0,1,0,7,1000000.0
2.5799999999999996,45.0,2.0,5.0,3.0,3.385084546597548,0,0,0,0,0,0,0,1,2,500000.0
2.7,57.0,2.0,5.0,4.0,4.8606744891026885,0,0,0,0,0,0,0,0,6,447368.4210526316
2.7,56.0,2.0,12.0,5.0,6.118311801032553,0,0,1,0,0,0,0,0,7,505357.14285714284
3.0,129.7,4.0,12.0,1.0,2.5647882308679035,0,0,1,0,0,0,1,0,7,673091.7501927526
3.45,128.0,3.0,10.0,10.0,5.004151193808177,0,1,0,0,0,0,1,0,7,1093750.0
2.8,138.1,4.0,21.0,9.0,2.390326712689486,0,1,0,0,0,0,1,0,6,782041.9985517741
3.0,39.0,1.0,9.0,6.0,5.820603664514318,0,0,0,1,0,0,0,0,7,653846.1538461539
3.0,86.0,3.0,14.0,3.0,3.824576214395773,0,0,1,0,0,0,1,0,7,720930.2325581395
2.7,62.0,2.0,9.0,4.0,3.804645518517106,0,0,0,0,0,0,1,0,6,629032.2580645161
2.7,82.6,3.0,9.0,8.0,3.7951850474528706,0,1,0,0,0,0,1,0,6,665859.5520581114
2.72,90.0,4.0,22.0,6.0,1.209690429586661,0,1,0,0,0,0,1,0,7,1000000.0
3.0,116.8,4.0,9.0,8.0,4.816663005434025,0,0,1,0,0,0,1,0,7,509417.8082191781
2.7,54.0,2.0,14.0,2.0,4.8067664092290965,0,1,0,0,0,0,1,0,7,609259.2592592592
3.15,147.0,3.0,15.0,11.0,1.745840740363732,0,1,0,0,0,0,1,0,6,714217.6870748299
3.0,103.0,3.0,10.0,4.0,3.789114851799715,0,0,0,0,0,1,1,0,5,446592.23300970875
2.8,35.2,1.0,25.0,2.0,5.50613697923068,0,0,0,0,0,0,1,0,7,625000.0
3.0,126.0,3.0,12.0,6.0,1.7820735653109654,0,1,0,0,0,0,1,0,6,531746.0317460317
2.7,43.0,2.0,11.0,5.0,2.52751735552219,0,0,1,0,0,0,1,0,7,720930.2325581395
2.7,30.1,1.0,5.0,1.0,6.961446976834193,0,0,0,0,1,0,0,0,6,548172.757475083
2.7,91.0,3.0,9.0,1.0,1.253999099944868,0,1,0,0,0,0,0,0,6,774725.2747252748
3.3,68.0,2.0,9.0,7.0,3.730900153354303,0,0,1,0,0,0,1,0,6,816176.4705882353
3.0,72.0,2.0,22.0,20.0,3.587329442840979,0,0,0,0,0,0,1,0,6,484722.22222222225
2.8600000000000003,245.5,5.0,18.0,11.0,2.508865756615538,0,0,0,0,0,0,1,0,5,672097.7596741344
2.76,55.0,2.0,9.0,3.0,2.5964675761117375,0,0,0,0,0,0,0,0,6,707272.7272727273
2.7,91.0,3.0,9.0,3.0,2.4911626685548662,0,1,0,0,0,0,1,0,6,659340.6483516484
2.8,42.8,1.0,13.0,10.0,4.754926650724518,0,0,1,0,0,0,0,0,6,502336.4485981309
2.85,80.0,3.0,21.0,15.0,2.227669503950115,0,0,0,0,0,0,1,0,7,818750.0
3.0,67.4,2.0,12.0,10.0,2.4025149926226814,0,1,0,0,0,0,1,0,7,675074.1839762611
2.7,65.0,2.0,12.0,2.0,7.50017553290177,0,0,0,0,0,0,0,0,7,461538.44615384616
3.0,73.9,3.0,9.0,7.0,2.485233177395867,0,1,0,0,0,0,0,0,7,730717.1853856562
3.0,42.0,2.0,9.0,3.0,3.6146098579395116,0,0,1,0,0,0,1,0,7,904761.9047619047
3.0,39.0,2.0,18.0,17.0,3.086089280294832,0,1,0,0,0,0,1,0,7,897410.2564102564
2.8,106.0,4.0,24.0,14.0,3.313405152658509,0,0,0,1,0,0,1,0,6,589622.641509434
3.0,40.0,2.0,12.0,9.0,5.846860414865953,0,0,0,1,0,0,0,0,7,645000.0
2.7,67.0,2.0,10.0,9.0,4.495131576720208,0,0,0,0,0,1,0,0,6,431343.2835820895
2.7,64.0,2.0,7.0,6.0,3.2773906220657234,0,1,0,0,0,0,0,0,6,671875.0
3.0,70.0,3.0,19.0,2.0,3.3219442069721046,0,0,0,1,0,0,1,0,6,561428.5714285715
3.0,43.0,1.0,9.0,6.0,5.336727159782661,0,1,0,0,0,0,1,0,7,751162.7906976744
2.646,61.0,4.0,5.0,5.0,3.42717423941456,0,0,0,0,0,0,0,1,2,409836.0655737705
3.0,282.0,5.0,8.0,5.0,3.5191294751014897,0,0,0,0,1,0,0,0,5,514184.39716312056
2.7,42.0,1.0,8.0,6.0,3.7156695492899625,0,1,0,0,0,0,0,0,6,738095.2380952381
3.0,60.0,2.0,9.0,4.0,3.789642395823256,0,0,1,0,0,0,1,0,7,766666.6666666666
2.7,39.0,1.0,10.0,3.0,3.0509031010586645,0,1,0,0,0,0,0,0,6,705128.2051282051
2.7,41.0,1.0,19.0,10.0,3.471340456497311,0,1,0,0,0,0,1,0,7,865853.6585365854
3.0,63.0,2.0,10.0,10.0,4.528630368788956,0,1,0,0,0,0,1,0,7,571428.5714285715
2.8,84.7,2.0,23.0,17.0,4.076941421624068,0,0,0,0,0,1,1,0,5,389610.3896103896
2.7,88.0,3.0,9.0,9.0,2.6001172663470413,0,0,0,0,0,0,0,0,6,568181.8181818182
3.0,84.1,3.0,9.0,2.0,3.2902168824855482,0,1,0,0,0,0,0,0,7,760998.7990487516
3.0,46.0,1.0,9.0,2.0,2.3131094661753573,0,1,0,0,0,0,0,0,7,913043.4782608695
3.0,38.5,1.0,12.0,6.0,5.28136835919064,0,1,0,0,0,0,0,0,7,649350.6493506493
2.6,68.9,3.0,9.0,2.0,5.1600723022806285,0,0,0,0,1,0,0,0,6,413642.9608127721
3.0,150.0,3.0,6.0,1.0,0.8974381532440193,0,1,0,0,0,0,1,0,6,900000.0
3.0,39.0,2.0,12.0,1.0,4.657114297717514,0,0,0,1,0,0,0,0,7,687153.8461538461
3.0,90.0,3.0,11.0,4.0,4.389419516734872,0,0,1,0,0,0,0,0,7,688888.8888888889
2.7,89.0,3.0,12.0,11.0,4.637920186600217,0,0,1,0,0,0,0,0,6,393258.42696629214
3.0,52.0,2.0,17.0,4.0,2.2400466301243576,0,0,1,0,0,0,1,0,7,884615.3846153846
2.7,51.3,1.0,9.0,5.0,6.097298617099153,0,0,0,0,0,0,0,0,5,385964.9122807018
2.7,78.0,3.0,9.0,3.0,4.216142817031185,0,0,1,0,0,0,0,0,7,596153.8461538461
3.0,36.0,1.0,9.0,2.0,3.486086645799637,0,0,1,0,0,0,1,0,7,708333.3333333334
3.3,55.6,2.0,6.0,3.0,5.5236944232979,0,0,0,1,0,0,0,0,7,687460.0179856115
3.45,173.0,5.0,8.0,2.0,4.918330997912705,0,1,0,0,0,0,1,0,7,1005780.3468208093
3.0,97.7,3.0,21.0,16.0,4.979934012617899,0,1,0,0,0,0,1,0,7,870010.2354145342
2.8,110.5,3.0,9.0,2.0,3.8067351343979277,0,0,1,0,0,0,0,0,6,633484.1628959276
3.0,46.0,2.0,11.0,11.0,3.4522946467569913,0,1,0,0,0,0,1,0,7,869565.2173913043
3.0,46.0,1.0,7.0,2.0,3.858692687535838,0,1,0,0,0,0,1,0,6,630434.7826086957
2.73,85.7,3.0,20.0,4.0,3.361987969782024,0,1,0,0,0,0,1,0,7,705950.9918319719
3.0,44.0,1.0,18.0,14.0,1.144399650951356,0,1,0,0,0,0,1,0,6,909090.9090909091
2.7,63.3,2.0,17.0,15.0,6.081146131399648,0,0,0,0,0,0,1,0,6,529225.9083728278
2.7,86.0,3.0,9.0,8.0,2.447467434998854,0,1,0,0,0,0,1,0,7,622093.023255814
2.7,158.0,5.0,24.0,24.0,2.7054025597752784,0,0,0,0,0,0,1,0,6,474683.5443037975
2.7,70.0,2.0,9.0,8.0,1.3373353909077899,0,1,0,0,0,0,1,0,5,514285.71428571426
3.0,105.6,3.0,21.0,7.0,4.735285675043784,0,1,0,0,0,0,1,0,7,686553.0303030304
2.7,33.4,1.0,17.0,7.0,4.979398915903234,0,0,1,0,0,0,1,0,7,568862.2754491018
3.0,90.9,3.0,16.0,10.0,2.7641315367525703,0,0,0,0,0,0,1,0,7,660066.00660066
3.0,122.0,4.0,21.0,4.0,4.721930251216916,0,1,0,0,0,0,1,0,7,721311.475409836
2.7,54.3,2.0,22.0,17.0,2.960676939574482,0,0,1,0,0,0,1,0,7,607734.8066298342
2.7,63.0,2.0,9.0,8.0,4.845014752542076,0,0,1,0,0,0,1,0,6,404761.90476190473
3.0,65.0,2.0,18.0,13.0,2.8104222136134966,0,1,0,0,0,0,1,0,7,923076.9230769231
2.8,40.0,1.0,9.0,7.0,6.693711265922914,0,0,0,1,0,0,0,0,5,550000.0
2.7,34.0,1.0,13.0,8.0,3.073143710112812,0,0,0,0,0,0,0,0,7,544117.6470588235
2.7,174.1,4.0,7.0,7.0,3.221192151692835,0,1,0,0,0,0,0,0,6,603101.6657093625
3.0,102.15,4.0,22.0,20.0,2.9676494116772303,0,0,1,0,0,0,1,0,7,684287.812041116
2.7,60.0,2.0,13.0,12.0,3.9809179568698005,0,0,0,0,0,0,1,0,5,474999.8333333333
3.0,129.3,3.0,12.0,6.0,2.890430520218847,0,0,0,0,0,0,1,0,7,610982.2041763341
2.7,57.6,2.0,8.0,1.0,3.18274461541071,0,1,0,0,0,0,0,0,6,555555.5555555555
2.7,87.4,4.0,9.0,2.0,3.656714434478856,0,0,1,0,0,0,1,0,7,789473.6842105263
2.8,70.0,2.0,12.0,2.0,5.033827110888102,0,0,0,0,1,0,0,0,5,428571.4285714286
3.0,45.0,2.0,12.0,12.0,5.634170879652862,0,0,0,1,0,0,1,0,7,588888.8888888889
2.7,36.2,1.0,16.0,7.0,4.5035598092991185,0,1,0,0,0,0,1,0,6,649171.270718232
3.0,83.1,3.0,12.0,9.0,6.552544033697423,0,0,0,0,1,0,1,0,5,529482.551143201
2.7,78.0,2.0,14.0,11.0,3.866729642212637,0,0,0,0,1,0,1,0,5,538461.5384615385
3.0,88.63,3.0,16.0,6.0,2.5328141404476203,0,0,0,0,0,0,1,0,7,631840.2346835157
3.0,160.0,4.0,13.0,12.0,1.5688054281615482,0,1,0,0,0,0,1,0,5,525000.0
3.0,75.7,2.0,12.0,5.0,3.354470803610536,0,1,0,0,0,0,0,0,7,587846.7635402906
3.0,88.0,3.0,9.0,7.0,4.249102818894316,0,1,0,0,0,0,1,0,6,738636.3636363636
3.0,72.0,3.0,21.0,18.0,4.789980240940381,0,1,0,0,0,0,1,0,7,958333.3333333334
3.3,60.0,2.0,20.0,11.0,5.054642084377439,0,0,0,1,0,0,1,0,7,441666.6666666667
3.0,153.0,4.0,14.0,9.0,2.996114459804672,0,1,0,0,0,0,1,0,7,915032.6797385621
2.8,88.0,3.0,5.0,2.0,9.031773717698316,0,0,0,0,1,0,1,0,5,340909.0909090909
2.7,96.5,3.0,9.0,5.0,4.3910731723252105,0,0,0,0,0,0,0,0,5,518134.71502590674
2.6,60.0,3.0,6.0,6.0,4.438606534445823,0,0,0,0,0,0,0,0,4,433333.3333333333
3.0,172.2,4.0,22.0,21.0,0.5605609490081728,0,1,0,0,0,0,1,0,7,1132404.181184669
2.8,62.1,2.0,15.0,6.0,2.043131989225135,0,1,0,0,0,0,1,0,6,660225.4428341385
3.0,107.0,3.0,10.0,9.0,2.59696087640196,0,1,0,0,0,0,1,0,7,785046.7289719626
2.7,75.0,3.0,10.0,8.0,5.145461313371977,0,0,0,0,0,0,0,0,6,480000.0
3.0,40.0,1.0,9.0,2.0,4.4423086454222425,0,0,0,1,0,0,0,0,7,600000.0
3.0,65.0,2.0,12.0,2.0,2.610651075461447,0,0,0,0,0,0,1,0,7,646153.8461538461
3.0,51.59,2.0,9.0,9.0,4.020446661880693,0,0,1,0,0,0,0,0,7,616398.526846288
3.0,64.23,2.0,9.0,6.0,5.022817849906578,0,0,0,1,0,0,1,0,7,739529.8147283201
2.75,69.0,3.0,9.0,7.0,3.858607251599463,0,0,0,1,0,0,1,0,7,681159.4202898551
3.0,145.0,4.0,17.0,10.0,3.086089280294832,0,1,0,0,0,0,1,0,7,600000.0
2.7,21.0,1.0,10.0,9.0,4.738717018628136,0,0,0,0,0,0,0,0,6,571428.5714285715
3.0,87.1,3.0,12.0,8.0,5.775484888385209,0,0,0,1,0,0,0,0,7,861079.2192881745
3.3,70.0,2.0,7.0,3.0,3.8353841192976548,0,1,0,0,0,0,1,0,7,842857.1428571428
2.74,135.0,4.0,9.0,9.0,1.350699533735826,0,1,0,0,0,0,1,0,5,444444.44444444444
3.0,57.0,3.0,11.0,7.0,1.8077076197562805,0,1,0,0,0,0,1,0,6,666666.6666666666
3.0,100.0,3.0,20.0,9.0,4.92392586871824,0,1,0,0,0,0,1,0,7,1150000.0
2.7,88.0,3.0,6.0,4.0,4.575608721564411,0,1,0,0,0,0,0,0,6,681818.1818181818
2.7,46.0,2.0,9.0,8.0,6.556217609351434,0,0,0,0,1,0,1,0,6,673913.0434782609
3.0,53.0,2.0,24.0,2.0,1.1933857728173805,0,1,0,0,0,0,1,0,7,858490.5660377359
2.7,99.7,4.0,9.0,2.0,5.637357125284217,0,1,0,0,0,0,1,0,7,458160.0
3.0,50.0,2.0,11.0,9.0,5.089494735362235,0,1,0,0,0,0,1,0,7,870000.0
3.15,47.79,2.0,16.0,4.0,2.2903737908777044,0,0,0,0,0,0,1,0,7,868382.5068005859
2.7,66.5,2.0,18.0,4.0,5.172919473772987,0,0,0,1,0,0,1,0,6,436090.2255639098
3.0,143.2,3.0,7.0,6.0,2.0312653806584775,0,0,0,0,0,0,1,0,6,705307.2625698325
2.7,80.6,3.0,12.0,8.0,3.8346197172740513,0,0,1,0,0,0,1,0,6,457816.3771712159
2.8,39.0,1.0,9.0,3.0,3.71873975973842,0,1,0,0,0,0,0,0,7,530769.2307692308
2.62,34.0,1.0,9.0,5.0,4.466964869706748,0,0,1,0,0,0,0,0,7,630588.2352941176
2.7,64.0,2.0,17.0,2.0,3.8744798313118287,0,0,0,0,0,0,1,0,5,398437.5
2.8,93.3,3.0,13.0,12.0,5.960533453950081,0,0,0,0,1,0,1,0,7,385852.09003215434
2.94,85.0,3.0,14.0,12.0,3.5406112054897854,0,0,1,0,0,0,1,0,7,694117.6470588235
3.1800000000000006,93.6,3.0,25.0,10.0,2.1609950368429653,0,0,0,1,0,0,1,0,6,704059.8290598291
3.0,56.0,2.0,9.0,4.0,3.3976945183530747,0,1,0,0,0,0,0,0,7,910714.2857142857
3.0,75.3,3.0,22.0,3.0,3.319099363915992,0,1,0,0,0,0,1,0,7,903054.4488711819
2.8,38.0,1.0,6.0,3.0,4.8197824767095145,0,0,0,0,0,0,0,0,6,570000.0
3.0,84.5,3.0,9.0,6.0,4.002194672636231,0,0,1,0,0,0,1,0,7,721893.4911242604
2.7,42.5,2.0,10.0,5.0,4.441646144729789,0,0,0,0,0,0,0,0,6,571764.7058823529
2.7,57.0,2.0,17.0,11.0,7.499014204191108,0,0,0,0,0,0,1,0,7,666666.6666666666
3.0,70.0,3.0,12.0,10.0,2.6089684296174354,0,0,1,0,0,0,1,0,7,785714.2857142857
3.0,85.0,4.0,9.0,5.0,4.481838547996399,0,0,0,0,0,0,0,0,7,776352.9411764706
2.7,65.7,3.0,14.0,7.0,4.8512905916690805,0,0,0,0,0,1,1,0,6,471841.704718417
2.7,58.0,2.0,6.0,4.0,7.090917004957823,0,0,0,0,0,0,0,0,6,422413.7931034483
3.0,138.0,4.0,12.0,11.0,3.204901627458719,0,1,0,0,0,0,1,0,7,782608.695652174
2.7,43.0,2.0,9.0,5.0,4.644667183884653,0,1,0,0,0,0,0,1,6,593023.2558139535
3.0,54.2,2.0,12.0,3.0,5.474053376054714,0,0,1,0,0,0,0,0,7,590405.9040590406
3.0,37.0,1.0,12.0,5.0,2.139174197171997,0,0,1,0,0,0,1,0,7,877027.027027027
2.75,87.0,3.0,9.0,2.0,7.0937756885395045,0,1,0,0,0,0,0,1,7,471264.367816092
2.8,73.5,3.0,9.0,9.0,4.3779288961093545,0,0,1,0,0,0,1,0,7,632653.0612244898
2.7,37.0,2.0,8.0,5.0,3.7522586575457675,0,1,0,0,0,0,1,0,6,656756.7567567568
3.0,82.0,2.0,7.0,6.0,2.996114459804672,0,1,0,0,0,0,1,0,7,852439.0243902439
3.0,36.0,1.0,12.0,1.0,5.979270847198515,0,0,1,0,0,0,0,0,7,597222.2222222222
2.95,139.0,4.0,22.0,20.0,2.020073169717247,0,1,0,0,0,0,1,0,7,1043165.4676258992
2.7,87.7,3.0,9.0,9.0,5.961703663247452,0,0,0,0,1,0,0,0,5,353477.76510832383
2.8,38.0,1.0,14.0,14.0,6.0795110864016415,0,0,0,0,1,0,1,0,5,434210.5263157895
2.8,75.0,3.0,12.0,3.0,4.621508118892743,0,0,0,0,0,0,0,0,6,446666.6666666667
2.8,58.0,2.0,15.0,14.0,5.1341474218814795,0,0,0,0,0,0,1,0,6,551724.1379310344
2.7,59.3,1.0,9.0,2.0,5.400971406304328,0,0,0,0,0,0,0,0,5,385328.83642495784
2.5,80.1,3.0,9.0,9.0,6.27660980389468,0,0,0,0,0,0,0,0,6,443196.0049937578
2.7,54.0,2.0,12.0,4.0,6.061022605088336,0,0,0,0,0,0,1,0,6,490740.74074074073
2.75,53.0,2.0,10.0,9.0,8.014217656986427,0,1,0,0,0,0,1,0,7,481132.07547169813
2.7,53.0,2.0,9.0,2.0,4.124075818042778,0,0,0,0,0,0,0,0,5,444339.62264150946
3.0,59.19,3.0,9.0,1.0,4.470834995495987,0,0,1,0,0,0,0,0,7,692684.5750971448
2.7,88.0,3.0,10.0,6.0,3.977255891548492,0,1,0,0,0,0,0,0,6,622727.2727272727
2.7,52.6,2.0,9.0,8.0,8.011370662531748,0,1,0,0,0,0,1,0,7,579847.9087452472
3.0,293.0,6.0,7.0,3.0,2.047045114861811,0,0,0,0,0,0,1,0,6,648464.1638225256
3.0,40.0,2.0,12.0,8.0,3.5273181224682224,0,0,1,0,0,0,0,0,7,762500.0
2.73,202.0,6.0,17.0,17.0,3.361987969782024,0,1,0,0,0,0,1,0,7,693069.3069306931
